,Id,SalePrice
0,1461,164986.00924171385
1,1462,164987.00747038773
2,1463,165010.85694834415
3,1464,165006.6177035264
4,1465,165002.94160891412
5,1466,165010.5193749873
6,1467,165010.20291450486
7,1468,165011.5435943575
8,1469,165002.02748479397
9,1470,164995.0251003394
10,1471,164997.26962126206
11,1472,164979.2330485362
12,1473,164980.55337188198
13,1474,164996.64698873842
14,1475,164994.43059292156
15,1476,165015.91433187402
16,1477,165012.70164270815
17,1478,165013.8743336965
18,1479,165013.5744660471
19,1480,165021.84228151687
20,1481,165012.82027661413
21,1482,165009.6943838709
22,1483,165006.1999820934
23,1484,165006.19407470294
24,1485,165008.24768621515
25,1486,165008.88242227412
26,1487,165012.16839495947
27,1488,165013.2402975778
28,1489,165001.31295964264
29,1490,165001.56373465547
30,1491,165007.38508335085
31,1492,164980.3279923312
32,1493,165010.78132018718
33,1494,165010.79090033367
34,1495,165009.83717717495
35,1496,165001.21244135243
36,1497,164998.453845912
37,1498,164998.10915879288
38,1499,164997.50254708153
39,1500,164997.24250931395
40,1501,164997.71125180848
41,1502,164997.6620086078
42,1503,165003.93709683104
43,1504,165001.82247307978
44,1505,165001.6850591131
45,1506,165001.33024516824
46,1507,165007.18971801858
47,1508,165008.9637335649
48,1509,164998.25123585918
49,1510,164995.90077438665
50,1511,164995.6660750009
51,1512,164994.47862057562
52,1513,164996.8465264702
53,1514,164991.23315894604
54,1515,165011.73194698748
55,1516,164995.8128470787
56,1517,164999.05639034876
57,1518,164995.65601020682
58,1519,165009.07577714114
59,1520,164990.9236169737
60,1521,164990.96309042964
61,1522,164998.73793305753
62,1523,164988.3953818984
63,1524,164983.59823446145
64,1525,164988.84688218817
65,1526,164989.76991050958
66,1527,164998.51178532708
67,1528,164998.44219172306
68,1529,164993.5137076325
69,1530,165004.71725755048
70,1531,164976.4876687765
71,1532,164991.23315894604
72,1533,164970.58119483115
73,1534,164978.6828021658
74,1535,164982.69307273455
75,1536,164976.32549595222
76,1537,164977.0912913188
77,1538,164979.3180582216
78,1539,164988.69789383822
79,1540,164991.23315894604
80,1541,164984.77056367428
81,1542,164983.16917982593
82,1543,164995.42055376232
83,1544,164969.21321066032
84,1545,164972.97188711952
85,1546,164982.31231670425
86,1547,164975.72410455026
87,1548,164975.81480693776
88,1549,164982.275924296
89,1550,164979.5248869004
90,1551,164975.30552616526
91,1552,164977.11764582872
92,1553,164991.23315894604
93,1554,164979.24918231278
94,1555,164998.91598600466
95,1556,164978.1952899876
96,1557,164991.23315894604
97,1558,164983.95597814608
98,1559,164991.23315894604
99,1560,164985.3447296198
100,1561,164991.23315894604
101,1562,164996.01407897266
102,1563,164992.50461734523
103,1564,165002.690765047
104,1565,165000.2906356687
105,1566,165013.74710109402
106,1567,164986.54635203944
107,1568,165006.95195106647
108,1569,164994.051808519
109,1570,164995.91834621373
110,1571,164994.97603369632
111,1572,164997.82210497704
112,1573,165009.92179711594
113,1574,164997.32099130063
114,1575,165005.10211622616
115,1576,165010.23519926963
116,1577,165008.74948427224
117,1578,164999.28143866314
118,1579,165004.7873664428
119,1580,165013.24264696942
120,1581,165001.45366699944
121,1582,164997.04363414444
122,1583,165013.6481032474
123,1584,165008.53051502633
124,1585,164985.95645737828
125,1586,164994.89645317622
126,1587,164987.1027816674
127,1588,164993.8710595075
128,1589,164983.26968167213
129,1590,164998.7070802019
130,1591,164991.23315894604
131,1592,164997.62090204746
132,1593,164990.31439983
133,1594,164991.23315894604
134,1595,164991.23315894604
135,1596,165001.1780726423
136,1597,165002.37680955464
137,1598,165005.9233140012
138,1599,164982.91282113496
139,1600,164985.89746386965
140,1601,164972.5979767988
141,1602,164978.63653644704
142,1603,164962.73240800702
143,1604,164992.17939109367
144,1605,165011.12874727673
145,1606,164999.7588092161
146,1607,165006.41505490948
147,1608,165012.07459692133
148,1609,165008.6214006838
149,1610,165010.77297630726
150,1611,165000.47745539906
151,1612,165006.4284141191
152,1613,165012.59621101175
153,1614,164976.1668502535
154,1615,164991.23315894604
155,1616,164991.23315894604
156,1617,164978.15337486487
157,1618,165000.5763076416
158,1619,164995.59779422914
159,1620,165009.3498196775
160,1621,165003.86477594724
161,1622,164997.45643184887
162,1623,165013.01252403334
163,1624,165006.14244592053
164,1625,164990.4577688659
165,1626,165005.40008989465
166,1627,165011.83044317915
167,1628,165012.64235553643
168,1629,165012.02650875217
169,1630,165011.26464169705
170,1631,165011.21906068214
171,1632,165005.12668365828
172,1633,165012.0641693261
173,1634,165012.2196595653
174,1635,165005.07097747826
175,1636,165004.6511276066
176,1637,165005.01982461594
177,1638,165000.88715117236
178,1639,165008.23106630566
179,1640,165005.76185504414
180,1641,165010.56190501974
181,1642,165001.8831334042
182,1643,165002.03201502108
183,1644,165002.18877425906
184,1645,165006.4188147406
185,1646,165004.2297292853
186,1647,165004.78099892216
187,1648,164996.88080162817
188,1649,164994.87047517716
189,1650,164996.01602239898
190,1651,165003.73151384303
191,1652,164979.75640777906
192,1653,164979.42897399663
193,1654,165003.84921785106
194,1655,165001.95825499005
195,1656,165002.67989607836
196,1657,165004.54365480717
197,1658,165004.19338884848
198,1659,164996.37628026123
199,1660,165005.63509949483
200,1661,165018.06422326362
201,1662,165015.42545807012
202,1663,165015.25086558628
203,1664,165016.91267983173
204,1665,165014.74317525365
205,1666,165014.88473711358
206,1667,165012.44443052995
207,1668,165015.16625739855
208,1669,165013.189553092
209,1670,165014.84001599057
210,1671,165010.84006726978
211,1672,165015.0032072633
212,1673,165015.04169145832
213,1674,165013.45516636813
214,1675,165008.06933139404
215,1676,165006.84792219722
216,1677,165009.4694883762
217,1678,165019.59197294674
218,1679,165013.65034340657
219,1680,165012.52035389614
220,1681,165011.29229450977
221,1682,165012.83811724806
222,1683,165008.2357949941
223,1684,165008.94731278525
224,1685,165008.14727261628
225,1686,165007.79241674746
226,1687,165008.09770587913
227,1688,165009.2788415864
228,1689,165008.78991253476
229,1690,165008.54934169384
230,1691,165008.02730143457
231,1692,165011.6475467529
232,1693,165006.19358832206
233,1694,165012.18773956873
234,1695,165012.60044231647
235,1696,165011.01441421744
236,1697,165012.46326881184
237,1698,165014.31173673982
238,1699,165012.6304499679
239,1700,165008.06711849076
240,1701,165008.66441813283
241,1702,165012.437276495
242,1703,165013.89868872912
243,1704,165013.9753734344
244,1705,165010.89255150044
245,1706,165016.2719209957
246,1707,165001.5460484719
247,1708,165001.62806187445
248,1709,165006.33250310775
249,1710,165003.6588358836
250,1711,165005.0537314592
251,1712,165004.86131753703
252,1713,165004.76575881604
253,1714,165000.4955305976
254,1715,164999.9597952234
255,1716,165005.29520499194
256,1717,165004.59168892013
257,1718,164991.23315894604
258,1719,165007.3224388182
259,1720,165010.67240580832
260,1721,165004.5284723363
261,1722,164991.23315894604
262,1723,165005.2303309732
263,1724,165011.09386010782
264,1725,165008.10328577983
265,1726,165002.55887110156
266,1727,165001.24552284696
267,1728,165003.60208639715
268,1729,165005.56706933992
269,1730,165007.66555821584
270,1731,164993.68476311475
271,1732,164995.24050321738
272,1733,164991.0471281713
273,1734,164992.37324629628
274,1735,164993.12401284018
275,1736,164991.18315353742
276,1737,165007.7914722686
277,1738,165008.84915269844
278,1739,165003.5781282373
279,1740,165002.32581197386
280,1741,164999.4316036605
281,1742,164997.11743053453
282,1743,164997.86030101025
283,1744,165008.32601528143
284,1745,164998.49442459503
285,1746,165008.08472316706
286,1747,165002.96407446422
287,1748,165004.30808788142
288,1749,165001.81765203242
289,1750,164993.419693277
290,1751,165004.3858395321
291,1752,164992.5508821157
292,1753,164996.7133455569
293,1754,165004.91927869598
294,1755,165003.37617091634
295,1756,164995.5311281807
296,1757,164990.0032604382
297,1758,164998.5233557284
298,1759,164998.18131463233
299,1760,164998.76850348542
300,1761,164997.9316530815
301,1762,165000.76294083372
302,1763,164992.4174422126
303,1764,164988.9130077395
304,1765,164997.45828133886
305,1766,164999.9443287541
306,1767,165006.44410381495
307,1768,164989.9159715687
308,1769,164999.040928445
309,1770,164996.56112115967
310,1771,164988.23726641742
311,1772,164985.47360340727
312,1773,164991.01250541385
313,1774,164996.63263531527
314,1775,164989.8231319806
315,1776,164989.9917900603
316,1777,164981.96853134048
317,1778,164993.27878246483
318,1779,164990.0797313682
319,1780,165003.1426830631
320,1781,164987.78903557698
321,1782,164987.9275759157
322,1783,164998.13019494593
323,1784,164993.07456562232
324,1785,164984.0749132023
325,1786,164989.40934320042
326,1787,165001.90212997192
327,1788,164991.23315894604
328,1789,164985.20249966328
329,1790,164991.42776330627
330,1791,165004.8212555006
331,1792,164993.82253635363
332,1793,164998.58911192443
333,1794,164999.7151799279
334,1795,164990.66241421862
335,1796,164992.35541787962
336,1797,164992.68458027608
337,1798,164990.1775898865
338,1799,164987.03970373058
339,1800,164990.48324876552
340,1801,164998.7482901227
341,1802,165001.80795527823
342,1803,164997.06449133655
343,1804,164992.61309930155
344,1805,164994.58913418985
345,1806,164977.42481442337
346,1807,164977.4298911454
347,1808,164980.18870593296
348,1809,164991.23315894604
349,1810,164978.04861658803
350,1811,164991.23315894604
351,1812,164991.23315894604
352,1813,164978.01576362393
353,1814,164973.54407555185
354,1815,164973.35154235535
355,1816,164974.27797696463
356,1817,164975.86015634122
357,1818,164973.11145035274
358,1819,164979.41951300783
359,1820,164991.23315894604
360,1821,164971.62873200583
361,1822,164982.91835122797
362,1823,164991.23315894604
363,1824,164983.42961050378
364,1825,164998.37074651962
365,1826,164973.8508839272
366,1827,164978.7677565443
367,1828,164978.03765693365
368,1829,164984.77382434616
369,1830,164978.65180992262
370,1831,164982.80000361684
371,1832,164991.23315894604
372,1833,164977.0154943562
373,1834,164972.9598486753
374,1835,164991.23315894604
375,1836,164974.4556242921
376,1837,164991.23315894604
377,1838,164973.57219965843
378,1839,164990.34910665618
379,1840,164991.23315894604
380,1841,164996.79504548994
381,1842,164987.69512044478
382,1843,164996.4502559804
383,1844,165001.91560391063
384,1845,164996.96457570553
385,1846,164996.4251469789
386,1847,164994.43498477194
387,1848,164991.23315894604
388,1849,164992.35137084775
389,1850,164989.4466377699
390,1851,164985.59652207646
391,1852,164989.2486839482
392,1853,164995.25581539696
393,1854,164999.16526777382
